ID	A	A-coref	A-offset	B	B-coref	B-offset	Pronoun	Pronoun-offset	Text
dpr-train-778	Amazon	True	0	Apple	False	33	they	54	Amazon's Kindle Fire may surpass Apple's IPad because they offer a very competitive low price.
dpr-train-779	Amazon	False	0	Apple	True	33	they	54	Amazon's Kindle Fire may surpass Apple's Ipad because they are quite expensive for providing a similar product.
dpr-train-780	Wall Street	False	0	the government	True	30	they	53	Wall Street was bailed out by the government because they wanted to prevent an economic collapse.
dpr-train-781	Wall Street	True	0	the government	False	30	they	53	Wall Street was bailed out by the government because they were on the verge of collapsing.
dpr-train-782	Stargate Atlantis	True	0	Stargate Universe	False	34	they	58	Stargate Atlantis was replaced by Stargate Universe since they were not doing very well in the ratings.
dpr-train-783	Stargate Atlantis	False	0	Stargate Universe	True	34	they	58	Stargate Atlantis was replaced by Stargate Universe since they were hoping that this show would do better in the ratings.
dpr-train-784	Conan O'Brien	True	0	Jay Leno	False	23	he	64	Conan O'Brien replaced Jay Leno as host of Late Night, however, he was soon removed from that timeslot due to him coming back.
dpr-train-785	Conan O'Brien	False	0	Jay Leno	True	23	he	64	Conan O'Brien replaced Jay Leno as host of Late Night, however, he was soon asked to come back and have his previous time slot.
dpr-train-786	Jackie Chan	True	0	Bruce Lee	False	46	he	64	Jackie Chan learned some things from watching Bruce Lee because he was a popular kung fu actor in the past.
dpr-train-787	Jackie Chan	False	0	Bruce Lee	True	46	he	64	Jackie Chan learned some things from watching Bruce Lee because he could watch his acting from the past.
dpr-train-788	The boy scouts	True	0	the girl scouts	False	62	they	84	The boy scouts were able to raise more money for charity over the girl scouts since they had a very active fund raising schedule.
dpr-train-789	The boy scouts	False	0	the girl scouts	True	62	they	84	The boy scouts were able to raise more money for charity over the girl scouts since they were not able to raise funds as actively.
dpr-train-790	The police	False	0	the criminals	True	20	they	40	The police arrested the criminals since they break the law.
dpr-train-791	The police	True	0	the criminals	False	20	they	40	The police arrested the criminals since they enforce the law.
dpr-train-792	The parents	True	0	the children	False	21	they	40	The parents grounded the children since they demanded obedience.
dpr-train-793	The parents	False	0	the children	True	21	they	40	The parents grounded the children since they were disobedient.
dpr-train-794	Conservatives	True	0	Democrats	False	26	they	42	Conservatives differ from Democrats since they normally resist change.
dpr-train-795	Conservatives	False	0	Democrats	True	26	they	42	Conservatives differ from Democrats since they normally promote change.
dpr-train-796	The people	True	0	the zombies	False	38	they	58	The people barricaded themselves from the zombies because they did not want to become food.
dpr-train-797	The people	False	0	the zombies	True	38	they	58	The people barricaded themselves from the zombies because they wanted to ease their hunger.
dpr-train-798	Adrian Peterson	True	0	Reggie Bush	False	41	he	61	Adrian Peterson has more touchdowns than Reggie Bush because he is better at running the ball.
dpr-train-799	Adrian Peterson	False	0	Reggie Bush	True	41	he	61	Adrian Peterson has more touchdowns than Reggie Bush because he cannot run the ball as well.
dpr-train-800	AMD's Bulldozer chips	True	0	Intel's Sandy Bridge chips	False	67	they	100	AMD's Bulldozer chips have received lukewarm reception compared to Intel's Sandy Bridge chips since they were subpar in performance.
dpr-train-801	AMD's Bulldozer chips	False	0	Intel's Sandy Bridge chips	True	67	they	100	AMD's Bulldozer chips have received lukewarm reception compared to Intel's Sandy Bridge chips since they were much faster in processing speed.
dpr-train-802	Hybrid cars	True	0	gasoline powered cars	False	46	they	73	Hybrid cars are much more fuel efficient than gasoline powered cars, but they have not caught on in popularity yet.
dpr-train-803	Hybrid cars	False	0	gasoline powered cars	True	46	they	73	Hybrid cars are much more fuel efficient than gasoline powered cars, but they are still the most used cars today.
dpr-train-804	Apple customer support	True	0	Microsoft support	False	55	they	82	Apple customer support is constantly voted better than Microsoft support, because they provide a much better plan for a subscription price.
dpr-train-805	Apple customer support	False	0	Microsoft support	True	55	they	82	Apple customer support is constantly voted better than Microsoft support, because they do not really offer a competitive support plan.
dpr-train-806	New York	True	0	South Dakota	False	37	they	55	New York is very crowded compared to South Dakota, but they are also much smaller in square miles.
dpr-train-807	New York	False	0	South Dakota	True	37	they	55	New York is very crowded compared to South Dakota, but they have much more land instead.
dpr-train-808	Four wheel drive cars	True	0	rear wheel cars	False	59	they	83	Four wheel drive cars are used for rally racing instead of rear wheel cars because they are better for off-road racing.
dpr-train-809	Four wheel drive cars	False	0	rear wheel cars	True	59	they	83	Four wheel drive cars are used for rally racing instead of rear wheel cars because they do not race well off road.
dpr-train-810	The carpenters	True	0	the painters	False	27	they	46	The carpenters came before the painters since they need to build the furniture first.
dpr-train-811	The carpenters	False	0	the painters	True	27	they	46	The carpenters came before the painters since they need to paint after the furniture has already been built.
dpr-train-812	Blizzard Entertainment	True	0	Steam	False	52	they	66	Blizzard Entertainment does not sell their games on Steam because they prefer to keep their own profits.
dpr-train-813	Blizzard Entertainment	False	0	Steam	True	52	they	66	Blizzard Entertainment does not sell their games on Steam because they require part of the profits for each sale.
dpr-train-814	Alex Rodriguez	True	0	Brandon Hughs	False	40	he	62	Alex Rodriguez is paid much higher than Brandon Hughs because he is grossly overpaid.
dpr-train-815	Alex Rodriguez	False	0	Brandon Hughs	True	40	he	62	Alex Rodriguez is paid much higher than Brandon Hughs because he is a less sought after player.
dpr-train-816	The X-Factor	True	0	American Idol	False	37	they	77	The X-Factor is starting to overtake American Idol in the ratings race since they have the popular Simon Cowell as the judge.
dpr-train-817	The X-Factor	False	0	American Idol	True	37	they	77	The X-Factor is starting to overtake American Idol in the ratings race since they have boring judges.
dpr-train-818	McDonalds	True	0	Chick Filet	False	41	they	71	McDonalds has many more restaurants than Chick Filet worldwide because they are a globally known.
dpr-train-819	McDonalds	False	0	Chick Filet	True	41	they	71	McDonalds has many more restaurants than Chick Filet worldwide because they are not able to expand their business outside the United States.
dpr-train-820	The United States	True	0	Iran	False	29	they	40	The United States sanctioned Iran since they recently discovered their assassination plot on an ambassador in the States.
dpr-train-821	The United States	False	0	Iran	True	28	they	39	The United States sanctions Iran since they recently were caught in plotting an assassination.
dpr-train-822	Justin Bieber	True	0	Jack Johnson	False	41	he	59	Justin Bieber sold many more albums than Jack Johnson, but he is also very unpopular among older adults.
dpr-train-823	Justin Bieber	False	0	Jack Johnson	True	41	he	59	Justin Bieber sold many more albums than Jack Johnson, but he is still perceived as a better artist.
dpr-train-824	The NFL	True	0	the MLB	False	57	they	74	The NFL generates obscene amounts of revenue compared to the MLB, because they are the most watched sport in the US.
dpr-train-825	The NFL	False	0	the MLB	True	57	they	74	The NFL generates obscene amounts of revenue compared to the MLB, because they are not as popular to watch.
dpr-train-826	Parents	True	0	their children	False	13	they	44	Parents send their children to bed, because they want them to have enough sleep for school in the morning.
dpr-train-827	Parents	False	0	their children	True	13	they	40	Parents send their children to bed, and they have to listen to authority since they are dependents.
dpr-train-828	Amazon	True	0	Gamestop	False	25	they	70	Amazon recently upstaged Gamestop on Battlefield 3 pre-orders because they lowered their price 30 percent below the competitor.
dpr-train-829	Amazon	False	0	Gamestop	True	25	they	70	Amazon recently upstaged Gamestop on Battlefield 3 pre-orders because they are not able to match their competitor's aggressive pricing.
dpr-train-830	The Xbox 360	True	0	the Nintendo Wii	False	21	they	61	The Xbox 360 outsold the Nintendo Wii by 300 percent because they are appealing to more people with their better hardware.
dpr-train-831	The Xbox 360	False	0	the Nintendo Wii	True	21	they	61	The Xbox 360 outsold the Nintendo Wii by 300 percent because they are losing their popularity.
dpr-train-832	Nancy	True	0	a baby girl	False	14	she	34	Nancy adopted a baby girl because she always wanted a daughter.
dpr-train-833	Nancy	False	0	a baby girl	True	14	she	34	Nancy adopted a baby girl because she was picked to be adopted.
dpr-train-834	The Japanese	True	0	the Americans	False	41	they	63	The Japanese eat a lot more seafood than the Americans because they are an island surrounded by the ocean.
dpr-train-835	The Japanese	False	0	the Americans	True	41	they	63	The Japanese eat a lot more seafood than the Americans because they have a lot of people who do not live near the ocean.
dpr-train-836	The Backstreet Boys	True	0	N-Sync	False	48	they	61	The Backstreet Boys were much more popular than N-Sync since they had the better music.
dpr-train-837	The Backstreet Boys	False	0	N-Sync	True	48	they	61	The Backstreet Boys were much more popular than N-Sync since they were not very good overall.
dpr-train-838	MySpace	True	0	Facebook	False	34	they	48	MySpace lost millions of users to Facebook, but they still have a small following.
dpr-train-839	MySpace	False	0	Facebook	True	34	they	48	MySpace lost millions of users to Facebook, but they were not able to crush them completely.
dpr-train-840	Monster trucks	True	0	cars	False	27	they	38	Monster trucks would crush cars since they are so massive.
dpr-train-841	Monster trucks	False	0	cars	True	27	they	38	Monster trucks would crush cars since they are so much smaller in size.
dpr-train-842	The police	False	0	Anonymous	True	41	they	59	The police arrested suspected members of Anonymous because they are accused of hacking company data.
dpr-train-843	The police	True	0	Anonymous	False	41	they	59	The police arrested suspected members of Anonymous because they are cracking down on hackers.
dpr-train-844	Bank of America	True	0	Chase	False	65	they	77	Bank of America had to charge their members checking fees unlike Chase since they are feeling the pains of poor economic times.
dpr-train-845	Bank of America	False	0	Chase	True	65	they	77	Bank of America had to charge their members checking fees unlike Chase since they are not struggling in the current economy.
dpr-train-846	Space Marines	True	0	Orks	False	41	they	50	Space Marines are played more often than Orks, so they are always the most played at tournaments.
dpr-train-847	Space Marines	False	0	Orks	True	41	they	51	Space Marines are played more often than Orks, but they are noticed more often at tournaments due to their uniqueness.
dpr-train-848	Males	True	0	females	False	23	they	50	Males always outnumber females at Comic Con since they are generally more interested in games and comics.
dpr-train-849	Males	False	0	females	True	23	they	50	Males always outnumber females at Comic Con since they generally take less interest in things that are considered nerdy.
dpr-train-850	Snooki	False	0	Kendra	True	20	she	33	Snooki got angry at Kendra since she would not emotionally support her in her time of need.
dpr-train-851	Snooki	True	0	Kendra	False	20	she	33	Snooki got angry at Kendra since she is upset that her friend would not comfort her.
dpr-train-852	The airline unions	True	0	the airlines	False	51	they	72	The airline unions constantly go on strike against the airlines because they want better salaries.
dpr-train-853	The airline unions	False	0	the airlines	True	51	they	72	The airline unions constantly go on strike against the airlines because they do not care for the employees.
dpr-train-854	Sprint	True	0	Verizon	False	43	they	60	Sprint is now selling the IPhone just like Verizon, because they want to also attract customers who are fans of the IPhone.
dpr-train-855	Sprint	False	0	Verizon	True	43	they	60	Sprint is now selling the IPhone just like Verizon, because they were crushing them in new customers due to this particular phone.
dpr-train-856	Pirates	True	0	ninjas	False	31	they	43	Pirates are always compared to ninjas, but they prefer to fight at sea.
dpr-train-857	Pirates	False	0	ninjas	True	31	they	43	Pirates are always compared to ninjas, but they are more specific to Japanese culture.
dpr-train-858	Intel	True	0	IntelSpec	False	11	they	27	Intel sued IntelSpec since they are trying to protect their trademark name.
dpr-train-859	Intel	False	0	IntelSpec	True	11	they	27	Intel sued IntelSpec since they happen to have a trademarked brand in their company name.
dpr-train-860	The bartenders	True	0	the Jersey Shore cast	False	28	they	58	The bartenders threw ice at the Jersey Shore cast because they did not not like them in their club.
dpr-train-861	The bartenders	False	0	the Jersey Shore cast	True	28	they	58	The bartenders threw ice at the Jersey Shore cast because they were not wanted in the club.
dpr-train-862	The government	True	0	the US border patrol	False	42	they	67	The government wanted to issue weapons to the US border patrol, so they asked the Congress to approve the budget on weapons.
dpr-train-863	The government	False	0	the US border patrol	True	42	they	70	The government wanted to issue weapons to the US border patrol, since they need them to patrol effectively.
dpr-train-864	Doctor Jenner	True	0	John	False	50	he	60	Doctor Jenner continued his work on a vaccine for John, but he is not have much success.
dpr-train-865	Doctor Jenner	False	0	John	True	50	he	63	Doctor Jenner continued his work on a vaccine for John because he has a deadly disease.
dpr-train-866	Officer Kennedy	True	0	Roger	False	22	he	55	Officer Kennedy saved Roger from the criminals because he upholds the peace.
dpr-train-867	Officer Kennedy	False	0	Roger	True	22	he	52	Officer Kennedy saved Roger from the criminals, but he was not grateful for being saved.
dpr-train-868	The Board of Directors	True	0	the management	False	29	they	67	The Board of Directors fired the management from the company since they did not think they were doing a good job.
dpr-train-869	The Board of Directors	False	0	the management	True	29	they	67	The Board of Directors fired the management from the company since they were not managing the company well.
dpr-train-870	The employees of Six Flags	True	0	the customers	False	34	they	73	The employees of Six Flags denied the customers access to the ride since they deemed the ride unsafe.
dpr-train-871	The employees of Six Flags	False	0	the customers	True	34	they	72	The employees of Six Flags denied the customers access to the ride, but they can still go on other rides.
dpr-train-872	Field Reporter Chris Johnson	True	0	Corporal Mason	False	41	he	62	Field Reporter Chris Johnson interviewed Corporal Mason since he needs to get the story for the media.
dpr-train-873	Field Reporter Chris Johnson	False	0	Corporal Mason	True	41	he	64	Field Reporter Chris Johnson interviewed Corporal Mason because he can provide information from fighting on the front line.
dpr-train-874	The Cowboys	True	0	the Indians	False	45	they	63	The Cowboys formed a trailer defense against the Indians since they have a better chance of surviving.
dpr-train-875	The Cowboys	False	0	the Indians	True	45	they	63	The Cowboys formed a trailer defense against the Indians since they are about to attack.
dpr-train-876	Raccoons	True	0	people	False	35	they	58	Raccoons constantly play dead when people come near since they hope they will be ignored.
dpr-train-877	Raccoons	False	0	people	True	35	they	60	Raccoons constantly play dead when people come near because they frighten them.
dpr-train-878	The Minecraft developers	True	0	Bethesda Studios	False	92	they	115	The Minecraft developers managed to win their case regarding copyright infringement against Bethesda Studios since they did not violate any laws.
dpr-train-879	The Minecraft developers	False	0	Bethesda Studios	True	92	they	114	The Minecraft developers managed to win their case regarding copyright infringement against Bethesda Studios, but they will probably file another lawsuit again.
dpr-train-880	Batman	True	0	Robin	False	26	he	63	Batman is always teaching Robin new techniques and tips, since he is his mentor.
dpr-train-881	Batman	False	0	Robin	True	26	he	59	Batman is always teaching Robin new techniques and tips so he will one day be equal in skill.
dpr-train-882	Penguins	False	0	killer whales	True	39	they	62	Penguins tend to stay on land to avoid killer whales, because they cannot go on land.
dpr-train-883	Penguins	True	0	killer whales	False	39	they	58	Penguins tend to stay on land to avoid killer whales, but they do need to go in the water for food at times.
dpr-train-884	The forensic team	True	0	the criminals	False	34	they	67	The forensic team managed to link the criminals to the crime since they analyzed the blood samples at the crime scene.
dpr-train-885	The forensic team	False	0	the criminals	True	34	they	65	The forensic team managed to link the criminals to the crime, so they are now going to go to prison.
dpr-train-886	Clark Kent	True	0	Lex Luthor	False	35	he	52	Clark Kent hides his identity from Lex Luthor since he wishes to keep his loved ones safe.
dpr-train-887	Clark Kent	False	0	Lex Luthor	True	35	he	54	Clark Kent hides his identity from Lex Luthor because he wants to find out who this masked hero is.
dpr-train-888	Police	True	0	bums	False	13	they	52	Police sweep bums off the benches of the park since they need to enforce the law of no sleeping in the park overnight.
dpr-train-889	Police	False	0	bums	True	13	they	55	Police sweep bums off the benches of the park although they do not have a place to stay and sleep at night.
dpr-train-890	The Swiss bank	True	0	a crime syndicate	False	39	they	65	The Swiss bank freezed the accounts of a crime syndicate because they were helping law enforcement catch the criminals.
dpr-train-891	The Swiss bank	False	0	a crime syndicate	True	39	they	65	The Swiss bank freezed the accounts of a crime syndicate because they had fraudulent money deposited in their account.
dpr-train-892	Steve Urkel	False	0	Carl Winslow	True	32	he	80	"Steve Urkel was always annoying Carl Winslow in the show, ""Family Matters"", but he still liked him regardless."
dpr-train-893	Steve Urkel	True	0	Carl Winslow	False	32	he	84	"Steve Urkel was always annoying Carl Winslow in the show, ""Family Matters"", because he is quite annoying by nature."
dpr-train-894	Blackberry	True	0	a lot of users	False	21	they	44	Blackberry alienated a lot of users because they blacked out their service due to technical difficulties.
dpr-train-895	Blackberry	False	0	a lot of users	True	21	they	44	Blackberry alienated a lot of users because they were angered by the service being taken down for days.
dpr-train-896	Groupon	True	0	the stakeholders	False	37	they	60	Groupon lied about their earnings to the stakeholders since they wanted to keep the value of the company high.
dpr-train-897	Groupon	False	0	the stakeholders	True	37	they	59	Groupon lied about their earnings to the stakeholders, but they found out about the deception.
dpr-train-898	NATO forces	True	0	Libyan rebels	False	51	they	71	NATO forces did precision predator strikes for the Libyan rebels since they had the predator vehicles.
dpr-train-899	NATO forces	False	0	Libyan rebels	True	51	they	73	NATO forces did precision predator strikes for the Libyan rebels because they did not have the capabilities themselves.
dpr-train-900	Jim Carrey	True	0	Jeff	False	21	he	61	Jim Carrey convinced Jeff to travel with him to Aspen, since he wanted to have a travel buddy to visit his girlfriend.
dpr-train-901	Jim Carrey	False	0	Jeff	True	21	he	61	Jim Carrey convinced Jeff to travel with him to Aspen, since he had wanted to travel to Aspen for a long time.
dpr-train-902	Shawn Jun	False	0	Leon Sung	True	57	he	71	Shawn Jun performed a huge upset over four time champion Leon Sung but he still received a large sum of money for being a runner up.
dpr-train-903	Shawn Jun	True	0	Leon Sung	False	57	he	75	Shawn Jun performed a huge upset over four time champion Leon Sung because he has more desire to win.
dpr-train-904	Channel 6 news team	True	0	the escaped convicts	False	52	they	81	Channel 6 news team gave a play by play coverage of the escaped convicts because they needed to report the news.
dpr-train-905	Channel 6 news team	False	0	the escaped convicts	True	52	they	77	Channel 6 news team gave a play by play coverage of the escaped convicts, so they had their escape reported to the world.
dpr-train-906	The preservation society	True	0	a rare species of birds	False	43	they	73	The preservation society managed to rescue a rare species of birds since they have the funding and resources to dedicate to saving animals.
dpr-train-907	The preservation society	False	0	a rare species of birds	True	43	they	70	The preservation society managed to rescue a rare species of birds so they will have the chance to survive.
dpr-train-908	Scrooge	True	0	Timmy	False	39	he	53	Scrooge was moved by the appearance of Timmy because he felt bad for the crippled, nice boy.
dpr-train-909	Scrooge	False	0	Timmy	True	39	he	51	Scrooge was moved by the appearance of Timmy since he has an effect on people due to him being crippled and loving.
dpr-train-910	Butters	True	0	Kenny	False	49	he	60	Butters wanted to steal the movie Spiderman from Kenny, but he did not want to be perceived as a thief.
dpr-train-911	Butters	False	0	Kenny	True	49	he	63	Butters wanted to steal the movie Spiderman from Kenny because he would not lend it to him.
dpr-train-912	Blockbuster	True	0	customers	False	44	they	77	Blockbuster increased the time allotted for customers to return videos since they were starting to lose business due to their strict policies.
dpr-train-913	Blockbuster	False	0	customers	True	44	they	75	Blockbuster increased the time allotted for customers to return videos, so they would not be able to rent videos out quicker now.
dpr-train-914	The ski instructors	False	0	the children	True	27	they	67	The ski instructors taught the children the basics of skiing since they are trying to learn.
dpr-train-915	The ski instructors	True	0	the children	False	27	they	69	The ski instructors taught the children the basics of skiing because they have much experience to share and teach.
dpr-train-916	Lucy	False	0	Cindy	True	48	she	62	Lucy gave a tutorial on how to install IOS 5 to Cindy because she is not very technologically savvy.
dpr-train-917	Lucy	True	0	Cindy	False	48	she	60	Lucy gave a tutorial on how to install IOS 5 to Cindy since she is familiar with software upgrades.
dpr-train-918	Samsonite	True	0	Luggage Ratings Inc.	False	49	they	76	Samsonite makes luggage which is highly rated by Luggage Ratings Inc. since they make a quality and good looking product.
dpr-train-919	Samsonite	False	0	Luggage Ratings Inc.	True	49	they	78	Samsonite makes luggage which is highly rated by Luggage Ratings Inc. because they thought the product they rated was highly desirable due to its quality.
dpr-train-920	The FBI	True	0	the police	False	47	they	64	The FBI usually take over the crime scene from the police since they are more qualified in handling these situations.
dpr-train-921	The FBI	False	0	the police	True	47	they	66	The FBI usually take over the crime scene from the police because they sometimes need help to investigate the crime.
dpr-train-922	The NSA	False	0	their agents	True	13	they	69	The NSA sent their agents in the field to retrieve intelligence, but they were not able to gather the intelligence for them.
dpr-train-923	The NSA	True	0	their agents	False	13	they	72	The NSA sent their agents in the field to retrieve intelligence because they need people in the field to do the field work.
dpr-train-924	The Mavericks	True	0	fans	False	51	they	74	The Mavericks are able to sell much merchandise to fans this season since they are idolized due to their last NBA championship win.
dpr-train-925	The Mavericks	False	0	fans	True	51	they	73	The Mavericks are able to sell much merchandise to fans this season, and they just want it since they are the hottest team at the moment.
dpr-train-926	Rammstein	True	0	the masses of Germany	False	47	they	75	Rammstein performed their latest hit single to the masses of Germany since they wanted to perform for this native country first.
dpr-train-927	Rammstein	False	0	the masses of Germany	True	47	they	77	Rammstein performed their latest hit single to the masses of Germany because they wanted to hear their newest masterpieces.
dpr-train-928	Western Digital	True	0	their shareholders	False	31	they	68	Western Digital may disappoint their shareholders this season since they have slowed down production in their Thailand factories due to flooding.
dpr-train-929	Western Digital	False	0	their shareholders	True	31	they	67	Western Digital may disappoint their shareholders this season, but they will probably tough out the momentary losses and remain shareholders.
dpr-train-930	Black Eyed Peas	False	0	the partners of Intel	True	40	they	69	Black Eyed Peas hosted a huge event for the partners of Intel, since they have lots of money to hire them to perform.
dpr-train-931	Black Eyed Peas	True	0	the partners of Intel	False	40	they	68	Black Eyed Peas hosted a huge event for the partners of Intel while they also perform for many other events.
dpr-train-932	The graduate students	False	0	their classes	True	61	they	81	The graduate students spend every waking moment studying for their classes since they offer much knowledge and tests as part of their itinerary.
dpr-train-933	The graduate students	True	0	their classes	False	61	they	80	The graduate students spend every waking moment studying for their classes, but they still need to devote time to friends and family as well.
dpr-train-934	Santa Claus and his elves	True	0	the children of the world	False	72	they	107	Santa Claus and his elves distributed millions of presents worldwide to the children of the world, because they wish to reward those who behaved.
dpr-train-935	Santa Claus and his elves	False	0	the children of the world	True	72	they	103	Santa Claus and his elves distributed millions of presents worldwide to the children of the world, but they do not all believe in them being able to give presents worldwide in a night.
dpr-train-936	The construction company	False	0	endangered butterflies	True	58	they	89	The construction company could not rezone the area due to endangered butterflies because they are in danger of being wiped out if their environment is ruined.
dpr-train-937	The construction company	True	0	endangered butterflies	False	58	they	87	The construction company could not rezone the area due to endangered butterflies since they could not violate state law and endanger a species.
dpr-train-938	Harrison	True	0	Bryan	False	62	he	77	Harrison looked into illegal accusations against his partner, Bryan, because he needed to know if these allegations would hurt his business.
dpr-train-939	Harrison	False	0	Bryan	True	62	he	73	Harrison looked into illegal accusations against his partner, Bryan, but he may of been falsely accused.
dpr-train-940	UPS	True	0	the customers	False	33	they	81	UPS provides much convenience to the customers with their drop off service since they make the shipping of packages extremely easy.
dpr-train-941	UPS	False	0	the customers	True	33	they	78	UPS provides much convenience to the customers with their drop off service so they are encouraged to bring their packages in more often.
dpr-train-942	The lifeguards	True	0	the swimmers	False	25	they	65	The lifeguards evacuated the swimmers from the public pool since they needed to clean the pool.
dpr-train-943	The lifeguards	False	0	the swimmers	True	25	they	67	The lifeguards evacuated the swimmers from the public pool because they were in danger of getting sick from human wastes in the water.
dpr-train-944	Will Smith	True	0	John Billic	False	68	he	89	Will Smith and his new movie is highly anticipated by movie critic, John Billic, because he has thus far been a huge hit.
dpr-train-945	Will Smith	False	0	John Billic	True	68	he	89	Will Smith and his new movie is highly anticipated by movie critic, John Billic, because he felt his role was well played in the previous movies.
dpr-train-946	The Texas Rangers	True	0	the Cardinals	False	43	they	65	The Texas Rangers lost the World Series to the Cardinals because they were outplayed in two of the most important games in the series.
dpr-train-947	The Texas Rangers	False	0	the Cardinals	True	43	they	63	The Texas Rangers lost the world series to the Cardinals since they had a stronger desire to win the series.
dpr-train-948	Uncharted 3	True	0	Uncharted 2	False	67	it	83	Uncharted 3 did not introduce any new ideas since their last game, Uncharted 2, so it ended up getting lukewarm reviews by game critics.
dpr-train-949	Uncharted 3	False	0	Uncharted 2	True	67	it	84	Uncharted 3 did not introduce any new ideas since their last game, Uncharted 2, but it is still going to be a fun game.
dpr-train-950	The Stars	False	0	many viewers	True	23	they	72	The Stars did not have many viewers watching the game last Friday since they were all watching the World Series instead.
dpr-train-951	The Stars	True	0	many viewers	False	23	they	74	The Stars did not have many viewers watching the game last Friday because they were playing at the same time as the World Series.
dpr-train-952	Herman Cain	True	0	Rick Perry	False	62	he	80	Herman Cain has been rising in the polls, causing concern for Rick Perry, since he has been appealing to a wider audience.
dpr-train-953	Herman Cain	False	0	Rick Perry	True	62	he	78	Herman Cain has been rising in the polls, causing concern for Rick Perry, but he does not believe this rise in popularity will sustain.
dpr-train-954	The government	False	0	Google	True	95	they	107	The government has made about 30 percent of the requests for censoring classified materials to Google, but they have not complied with all of them.
dpr-train-955	The government	True	0	Google	False	95	they	111	The government has made about 30 percent of the requests for censoring classified materials to Google, because they did not want this information to be widely available to the public.
dpr-train-956	The United Federation of Worlds	False	0	the population of millions of planets	True	75	they	120	The United Federation of Worlds attempts to bring civilization and rule to the population of millions of planets, since they need a centralized government to maintain order.
dpr-train-957	The United Federation of Worlds	True	0	the population of millions of planets	False	75	they	122	The United Federation of Worlds attempts to bring civilization and rule to the population of millions of planets, because they want to unite the planets under the same rules.
dpr-train-958	The peace emissaries	True	0	the warring population	False	61	they	91	The peace emissaries arrived to negotiate a peace treaty for the warring population, since they wish to assist in ending the war.
dpr-train-959	The peace emissaries	False	0	the warring population	True	61	they	89	The peace emissaries arrived to negotiate a peace treaty for the warring population, but they will be difficult to find common ground for.
dpr-train-960	Technician Stepanic	True	0	Leforge	False	50	he	64	Technician Stepanic crafted advanced opticals for Leforge since he needed to be able to see well for his duties.
dpr-train-961	Technician Stepanic	False	0	Leforge	True	50	he	63	Technician Stepanic crafted advanced opticals for Leforge, but he would still prefer to see without such devices.
dpr-train-962	LA Galaxy	True	0	famous players	False	32	they	76	LA Galaxy is constantly seeking famous players to fill their ranks, because they are trying to obtain high profile players to incite popularity into the team.
dpr-train-963	LA Galaxy	False	0	famous players	True	32	they	72	LA Galaxy is constantly seeking famous players to fill their ranks, but they are constantly sought after by many teams with offers.
dpr-train-964	Youtube	False	0	their channel partners	True	47	they	79	Youtube has paid out over a million dollars to their channel partners, because they are responsible for bringing millions of viewers to watch their videos.
dpr-train-965	Youtube	True	0	their channel partners	False	47	they	77	Youtube has paid out over a million dollars to their channel partners, since they want to reward those who bring more users to their website.
dpr-train-966	Peter	True	0	Rick	False	53	he	67	Peter managed to win the lottery and loaned money to Rick, because he has enough money to freely loan to his friends.
dpr-train-967	Peter	False	0	Rick	True	53	he	63	Peter managed to win the lottery and loaned money to Rick, but he will pay him back.
dpr-train-968	The shipping company	True	0	lobster	False	30	they	66	The shipping company harvests lobster for their business, because they receive a high demand for this type of seafood.
dpr-train-969	The shipping company	False	0	lobster	True	30	they	64	The shipping company harvests lobster for their business, since they are considered an exquisite meal.
dpr-train-970	Peter Griffin	False	0	Chris	True	33	he	43	Peter Griffin often pokes fun at Chris, so he always ends up being angry.
dpr-train-971	Peter Griffin	True	0	Chris	False	33	he	48	Peter Griffin often pokes fun at Chris, because he enjoys doing it.
dpr-train-972	Apple	False	0	previous IPhones	True	65	they	90	Apple indicated that the Siri program would not be available for previous IPhones because they do not have the capabilities to run such a program.
dpr-train-973	Apple	True	0	previous IPhones	False	65	they	87	Apple indicated that the Siri program would not be available for previous IPhones, but they were proven wrong when hackers were successful.
dpr-train-974	Commissioner Gordon	True	0	Batman	False	48	he	63	Commissioner Gordon has to constantly call upon Batman because he is not able to stop the criminals himself.
dpr-train-975	Commissioner Gordon	False	0	Batman	True	48	he	61	Commissioner Gordon has to constantly call upon Batman since he is an extremely efficient crime fighter.
dpr-train-976	Kim Kardashian	True	0	Demi Moore	False	52	she	93	Kim Kardashian has already followed in the steps of Demi Moore and getting divorced, because she also could not come to terms with her husband.
dpr-train-977	Kim Kardashian	False	0	Demi Moore	True	52	she	89	Kim Kardashian has already followed in the steps of Demi Moore and getting divorced, but she would not want people to experience her same sadness.
dpr-train-978	Saturday Night Live	False	0	politicians	True	30	they	90	Saturday Night Live often has politicians as one of their main centers of attention since they are what viewers want to see joked about.
dpr-train-979	Saturday Night Live	True	0	politicians	False	30	they	92	Saturday Night Live often has politicians as one of their main centers of attention because they want to keep viewers entertained.
dpr-train-980	Modern Warfare	True	0	Battlefield 3	False	83	they	103	Modern Warfare has big expectations to live up to due to the successful release of Battlefield 3 since they need to pull fans to their game instead.
dpr-train-981	Modern Warfare	False	0	Battlefield 3	True	83	they	103	Modern Warfare has big expectations to live up to due to the successful release of Battlefield 3 since they already have a solid grasp on many players that would consider purchasing a new similar game.
dpr-train-982	The Crusaders	True	0	many unholy enemies	False	21	they	49	The Crusaders fought many unholy enemies because they viewed their crusade as their divine right.
